state,record_date,total_confirmed,cured,deaths,confirmed
Uttarakhand,2021-07-08,0,332115,7338,340959
Uttar Pradesh,2021-07-08,0,1682321,22666,1706934
West Bengal,2021-07-08,0,1473718,17850,1508223
Andaman and Nicobar Islands,2021-07-09,0,7351,128,7492
Andhra Pradesh,2021-07-09,0,1869417,12946,1914213
Arunachal Pradesh,2021-07-09,0,35037,185,38682
Assam,2021-07-09,0,499388,4764,527200
Bihar,2021-07-09,0,712210,9614,722965
Chandigarh,2021-07-09,0,60885,809,61794
Chhattisgarh,2021-07-09,0,978654,13467,997035
Dadra and Nagar Haveli and Daman and Diu,2021-07-09,0,10542,4,10579
Delhi,2021-07-09,0,1409018,25008,1434873
Goa,2021-07-09,0,163159,3086,168210
Gujarat,2021-07-09,0,812522,10072,824091
Haryana,2021-07-09,0,758589,9525,769148
Himachal Pradesh,2021-07-09,0,198452,3486,203245
Jammu and Kashmir,2021-07-09,0,310326,4353,318023
Jharkhand,2021-07-09,0,340573,5119,346168
Karnataka,2021-07-09,0,2790453,35663,2864868
Kerala,2021-07-09,0,2900600,14250,3025466
Ladakh,2021-07-09,0,19815,205,20155
Lakshadweep,2021-07-09,0,9695,49,9980
Madhya Pradesh,2021-07-09,0,780657,9023,790096
Maharashtra,2021-07-09,0,5889982,124296,6131976
Manipur,2021-07-09,0,67212,1241,75180
Meghalaya,2021-07-09,0,47963,890,53244
Mizoram,2021-07-09,0,19007,101,23014
Nagaland,2021-07-09,0,24218,505,25727
Odisha,2021-07-09,0,903178,4415,932330
Puducherry,2021-07-09,0,115042,1767,118571
Punjab,2021-07-09,0,579111,16157,597195
Rajasthan,2021-07-09,0,943190,8942,952956
Sikkim,2021-07-09,0,19339,312,21795
Tamil Nadu,2021-07-09,0,2443141,33253,2510059
Telangana,2021-07-09,0,614865,3714,629785
Tripura,2021-07-09,0,64666,709,69550
Uttarakhand,2021-07-09,0,332240,7338,341023
Uttar Pradesh,2021-07-09,0,1682579,22676,1707044
West Bengal,2021-07-09,0,1475208,17867,1509218
Andaman and Nicobar Islands,2021-07-10,0,7352,128,7492
Andhra Pradesh,2021-07-10,0,1873993,12960,1917253
Arunachal Pradesh,2021-07-10,0,35342,186,39085
Assam,2021-07-10,0,501869,4788,529693
Bihar,2021-07-10,0,712427,9614,723060
Chandigarh,2021-07-10,0,60901,809,61811
Chhattisgarh,2021-07-10,0,978961,13472,997426
Dadra and Nagar Haveli and Daman and Diu,2021-07-10,0,10553,4,10580
Delhi,2021-07-10,0,1409145,25011,1434954
Goa,2021-07-10,0,163347,3088,168430
Gujarat,2021-07-10,0,812718,10073,824147
Haryana,2021-07-10,0,758678,9534,769205
Himachal Pradesh,2021-07-10,0,198579,3487,203425
Jammu and Kashmir,2021-07-10,0,310630,4354,318284
Jharkhand,2021-07-10,0,340655,5119,346223
Karnataka,2021-07-10,0,2793498,35731,2867158
Kerala,2021-07-10,0,2911054,14380,3039029
Ladakh,2021-07-10,0,19830,206,20167
Lakshadweep,2021-07-10,0,9729,49,10002
Madhya Pradesh,2021-07-10,0,780695,9024,790125
Maharashtra,2021-07-10,0,5900440,125034,6140968
Manipur,2021-07-10,0,68171,1251,76032
Meghalaya,2021-07-10,0,48380,899,53670
Mizoram,2021-07-10,0,19124,103,23551
Nagaland,2021-07-10,0,24305,507,25787
Odisha,2021-07-10,0,906519,4476,935136
Puducherry,2021-07-10,0,115234,1768,118697
Punjab,2021-07-10,0,579370,16168,597347
Rajasthan,2021-07-10,0,943260,8943,953018
Sikkim,2021-07-10,0,19476,312,21965
Tamil Nadu,2021-07-10,0,2446552,33322,2513098
Telangana,2021-07-10,0,615852,3720,630514
Tripura,2021-07-10,0,65095,712,69961
Uttarakhand,2021-07-10,0,332431,7338,341088
Uttar Pradesh,2021-07-10,0,1682741,22689,1707127
West Bengal,2021-07-10,0,1476632,17886,1510208
Andaman and Nicobar Islands,2021-07-11,0,7352,129,7492
Andhra Pradesh,2021-07-11,0,1877930,12986,1920178
Arunachal Pradesh,2021-07-11,0,35634,188,39563
Assam,2021-07-11,0,504723,4812,532084
Bihar,2021-07-11,0,712663,9618,723147
Chandigarh,2021-07-11,0,60914,809,61823
Chhattisgarh,2021-07-11,0,979448,13475,997785
Dadra and Nagar Haveli and Daman and Diu,2021-07-11,0,10555,4,10584
Delhi,2021-07-11,0,1409226,25012,1435030
Goa,2021-07-11,0,163530,3095,168585
Gujarat,2021-07-11,0,812976,10073,824200
Haryana,2021-07-11,0,758728,9542,769243
Himachal Pradesh,2021-07-11,0,198738,3490,203563
Jammu and Kashmir,2021-07-11,0,310985,4356,318469
Jharkhand,2021-07-11,0,340737,5119,346279
Karnataka,2021-07-11,0,2796377,35779,2869320
Kerala,2021-07-11,0,2922921,14489,3053116
Ladakh,2021-07-11,0,19865,206,20186
Lakshadweep,2021-07-11,0,9751,49,10011
Madhya Pradesh,2021-07-11,0,780735,9025,790152
Maharashtra,2021-07-11,0,5906466,125528,6149264
Manipur,2021-07-11,0,68654,1258,76820
Meghalaya,2021-07-11,0,48886,906,54155
Mizoram,2021-07-11,0,19387,105,23993
Nagaland,2021-07-11,0,24418,507,25898
Odisha,2021-07-11,0,909639,4534,937470
Puducherry,2021-07-11,0,115489,1769,118831
Punjab,2021-07-11,0,579618,16177,597469
Rajasthan,2021-07-11,0,943379,8945,953074
Sikkim,2021-07-11,0,19606,313,22163
Tamil Nadu,2021-07-11,0,2449873,33371,2516011
Telangana,2021-07-11,0,616769,3725,631218
Tripura,2021-07-11,0,65536,712,70479
Uttarakhand,2021-07-11,0,332634,7338,341137
Uttar Pradesh,2021-07-11,0,1682924,22693,1707225
West Bengal,2021-07-11,0,1477998,17903,1511205
Andaman and Nicobar Islands,2021-07-12,0,7352,129,7492
Andhra Pradesh,2021-07-12,0,1881161,13002,1922843
Arunachal Pradesh,2021-07-12,0,35910,189,39817
Assam,2021-07-12,0,507516,4828,533663
Bihar,2021-07-12,0,712820,9618,723283
Chandigarh,2021-07-12,0,60926,809,61831
Chhattisgarh,2021-07-12,0,979711,13478,997973
Dadra and Nagar Haveli and Daman and Diu,2021-07-12,0,10557,4,10586
Delhi,2021-07-12,0,1409325,25015,1435083
Goa,2021-07-12,0,163771,3097,168716
Gujarat,2021-07-12,0,813238,10073,824242
Haryana,2021-07-12,0,758790,9550,769279
Himachal Pradesh,2021-07-12,0,198888,3491,203626
Jammu and Kashmir,2021-07-12,0,311334,4357,318693
Jharkhand,2021-07-12,0,340798,5119,346328
Karnataka,2021-07-12,0,2798703,35835,2871298
Kerala,2021-07-12,0,2935423,14586,3065336
Ladakh,2021-07-12,0,19879,206,20195
Lakshadweep,2021-07-12,0,9803,49,10013
Madhya Pradesh,2021-07-12,0,780735,9025,790175
Maharashtra,2021-07-12,0,5912479,125878,6157799
Manipur,2021-07-12,0,69224,1272,77731
Meghalaya,2021-07-12,0,49307,908,54580
Mizoram,2021-07-12,0,19618,110,24183
Nagaland,2021-07-12,0,24498,507,25976
Odisha,2021-07-12,0,912463,4599,939752
Puducherry,2021-07-12,0,115702,1769,118976
Punjab,2021-07-12,0,579829,16186,597598
Rajasthan,2021-07-12,0,943479,8945,953126
Sikkim,2021-07-12,0,19725,315,22307
Tamil Nadu,2021-07-12,0,2453061,33418,2518786
Telangana,2021-07-12,0,617638,3729,631683
Tripura,2021-07-12,0,65934,715,70749
Uttarakhand,2021-07-12,0,332746,7339,341179
Uttar Pradesh,2021-07-12,0,1683058,22698,1707350
West Bengal,2021-07-12,0,1479312,17916,1512129
Andaman and Nicobar Islands,2021-07-13,0,7355,129,7493
Andhra Pradesh,2021-07-13,0,1884202,13024,1924421
Arunachal Pradesh,2021-07-13,0,36274,191,40383
Assam,2021-07-13,0,510432,4865,536238
Bihar,2021-07-13,0,712947,9619,723355
Chandigarh,2021-07-13,0,60939,809,61841
Chhattisgarh,2021-07-13,0,980275,13478,998270
Dadra and Nagar Haveli and Daman and Diu,2021-07-13,0,10563,4,10588
Delhi,2021-07-13,0,1409417,25018,1435128
Goa,2021-07-13,0,163957,3097,168824
Gujarat,2021-07-13,0,813399,10074,824274
Haryana,2021-07-13,0,758849,9556,769307
Himachal Pradesh,2021-07-13,0,199020,3492,203719
Jammu and Kashmir,2021-07-13,0,311782,4357,318848
Jharkhand,2021-07-13,0,340862,5119,346371
Karnataka,2021-07-13,0,2801907,35896,2872684
Kerala,2021-07-13,0,2946870,14686,3073134
Ladakh,2021-07-13,0,19894,206,20204
Lakshadweep,2021-07-13,0,9851,49,10020
Madhya Pradesh,2021-07-13,0,780735,10506,791656
Maharashtra,2021-07-13,0,5927756,126024,6165402
Manipur,2021-07-13,0,69814,1287,78621
Meghalaya,2021-07-13,0,49830,913,54853
Mizoram,2021-07-13,0,19803,112,24702
Nagaland,2021-07-13,0,24582,511,26052
Odisha,2021-07-13,0,915400,4662,941745
Puducherry,2021-07-13,0,115873,1771,119057
Punjab,2021-07-13,0,580027,16193,597714
Rajasthan,2021-07-13,0,943553,8945,953159
Sikkim,2021-07-13,0,19855,317,22397
Tamil Nadu,2021-07-13,0,2456165,33454,2521438
Telangana,2021-07-13,0,618496,3735,632379
Tripura,2021-07-13,0,66353,717,71315
Uttarakhand,2021-07-13,0,332957,7341,341230
Uttar Pradesh,2021-07-13,0,1683170,22700,1707446
West Bengal,2021-07-13,0,1480556,17927,1513014
Andaman and Nicobar Islands,2021-07-14,0,7358,129,7496
Andhra Pradesh,2021-07-14,0,1887236,13042,1926988
Arunachal Pradesh,2021-07-14,0,36617,193,40814
Assam,2021-07-14,0,511888,4888,538407
Bihar,2021-07-14,0,713055,9619,723457
Chandigarh,2021-07-14,0,60958,809,61844
Chhattisgarh,2021-07-14,0,980933,13482,998565
Dadra and Nagar Haveli and Daman and Diu,2021-07-14,0,10564,4,10589
Delhi,2021-07-14,0,1409501,25020,1435204
Goa,2021-07-14,0,164155,3101,168988
Gujarat,2021-07-14,0,813512,10074,824305
Haryana,2021-07-14,0,758908,9563,769343
Himachal Pradesh,2021-07-14,0,199170,3496,203869
Jammu and Kashmir,2021-07-14,0,312198,4358,318991
Jharkhand,2021-07-14,0,340944,5120,346411
Karnataka,2021-07-14,0,2804396,35944,2874597
Kerala,2021-07-14,0,2957201,14810,3087673
Ladakh,2021-07-14,0,19908,206,20227
Lakshadweep,2021-07-14,0,9873,49,10031
Madhya Pradesh,2021-07-14,0,780796,10508,791583
Maharashtra,2021-07-14,0,5938734,126220,6172645
Manipur,2021-07-14,0,70402,1309,79417
Meghalaya,2021-07-14,0,50336,918,55218
Mizoram,2021-07-14,0,19994,113,25170
Nagaland,2021-07-14,0,24664,514,26140
Odisha,2021-07-14,0,918041,4730,943675
Puducherry,2021-07-14,0,116026,1771,119181
Punjab,2021-07-14,0,580195,16199,597821
Rajasthan,2021-07-14,0,943629,8945,953187
Sikkim,2021-07-14,0,20025,317,22623
Tamil Nadu,2021-07-14,0,2459223,33502,2523943
Telangana,2021-07-14,0,619344,3738,633146
Tripura,2021-07-14,0,66771,718,71873
Uttarakhand,2021-07-14,0,333104,7351,341274
Uttar Pradesh,2021-07-14,0,1683319,22704,1707502
West Bengal,2021-07-14,0,1481742,17944,1513877
Andaman and Nicobar Islands,2021-07-15,0,7359,129,7499
Andhra Pradesh,2021-07-15,0,1890565,13057,1929579
Arunachal Pradesh,2021-07-15,0,36903,195,41279
Assam,2021-07-15,0,514543,4910,540453
Bihar,2021-07-15,0,713163,9621,723570
Chandigarh,2021-07-15,0,60970,809,61851
Chhattisgarh,2021-07-15,0,981303,13486,998817
Dadra and Nagar Haveli and Daman and Diu,2021-07-15,0,10565,4,10591
Delhi,2021-07-15,0,1409572,25021,1435281
Goa,2021-07-15,0,164326,3101,169215
Gujarat,2021-07-15,0,813583,10074,824346
Haryana,2021-07-15,0,758958,9571,769383
Himachal Pradesh,2021-07-15,0,199272,3499,203962
Jammu and Kashmir,2021-07-15,0,312556,4360,319152
Jharkhand,2021-07-15,0,341015,5120,346479
Karnataka,2021-07-15,0,2806933,35989,2876587
Kerala,2021-07-15,0,2970175,14938,3103310
Ladakh,2021-07-15,0,19912,206,20231
Lakshadweep,2021-07-15,0,9891,49,10036
Madhya Pradesh,2021-07-15,0,780815,10508,791594
Maharashtra,2021-07-15,0,5944801,126390,6181247
Manipur,2021-07-15,0,70985,1326,80521
Meghalaya,2021-07-15,0,50794,921,55640
Mizoram,2021-07-15,0,20262,116,25751
Nagaland,2021-07-15,0,24716,516,26249
Odisha,2021-07-15,0,920646,4795,945749
Puducherry,2021-07-15,0,116203,1772,119302
Punjab,2021-07-15,0,580336,16207,597929
Rajasthan,2021-07-15,0,943719,8947,953224
Sikkim,2021-07-15,0,20196,317,22792
Tamil Nadu,2021-07-15,0,2462244,33557,2526401
Telangana,2021-07-15,0,619949,3743,633895
Tripura,2021-07-15,0,67020,721,72365
Uttarakhand,2021-07-15,0,333244,7352,341307
Uttar Pradesh,2021-07-15,0,1683453,22704,1707585
West Bengal,2021-07-15,0,1482903,17958,1514708
Andaman and Nicobar Islands,2021-07-16,0,7359,129,7501
Andhra Pradesh,2021-07-16,0,1893498,13081,1932105
Arunachal Pradesh,2021-07-16,0,37272,197,41646
Assam,2021-07-16,0,517041,4937,542445
Bihar,2021-07-16,0,713273,9625,723695
Chandigarh,2021-07-16,0,60980,809,61856
Chhattisgarh,2021-07-16,0,981645,13489,999150
Dadra and Nagar Haveli and Daman and Diu,2021-07-16,0,10565,4,10591
Delhi,2021-07-16,0,1409660,25022,1435353
Goa,2021-07-16,0,164460,3102,169341
Gujarat,2021-07-16,0,813673,10074,824384
Haryana,2021-07-16,0,759001,9578,769417
Himachal Pradesh,2021-07-16,0,199446,3502,204098
Jammu and Kashmir,2021-07-16,0,312890,4361,319355
Jharkhand,2021-07-16,0,341077,5120,346533
Karnataka,2021-07-16,0,2810121,36037,2878564
Kerala,2021-07-16,0,2982545,15025,3117083
Ladakh,2021-07-16,0,19920,206,20234
Lakshadweep,2021-07-16,0,9905,49,10043
Madhya Pradesh,2021-07-16,0,780851,10510,791614
Maharashtra,2021-07-16,0,5952192,126560,6189257
Manipur,2021-07-16,0,71662,1340,81560
Meghalaya,2021-07-16,0,51132,926,56052
Mizoram,2021-07-16,0,20478,117,26207
Nagaland,2021-07-16,0,24815,516,26381
Odisha,2021-07-16,0,923209,4861,947859
Puducherry,2021-07-16,0,116325,1773,119405
Punjab,2021-07-16,0,580483,16212,598027
Rajasthan,2021-07-16,0,943788,8947,953257
Sikkim,2021-07-16,0,20289,318,22929
Tamil Nadu,2021-07-16,0,2465250,33606,2528806
Telangana,2021-07-16,0,620757,3747,634605
Tripura,2021-07-16,0,67455,722,72860
Uttarakhand,2021-07-16,0,333316,7354,341362
Uttar Pradesh,2021-07-16,0,1683551,22705,1707655
West Bengal,2021-07-16,0,1483992,17970,1515599
Andaman and Nicobar Islands,2021-07-17,0,7360,129,7505
Andhra Pradesh,2021-07-17,0,1896499,13097,1934450
Arunachal Pradesh,2021-07-17,0,37628,199,42089
Assam,2021-07-17,0,519697,4961,544227
Bihar,2021-07-17,0,713377,9626,723785
Chandigarh,2021-07-17,0,60995,809,61862
Chhattisgarh,2021-07-17,0,982003,13492,999462
Dadra and Nagar Haveli and Daman and Diu,2021-07-17,0,10573,4,10593
Delhi,2021-07-17,0,1409739,25023,1435419
Goa,2021-07-17,0,164696,3106,169461
Gujarat,2021-07-17,0,813743,10074,824423
Haryana,2021-07-17,0,759041,9586,769463
Himachal Pradesh,2021-07-17,0,199584,3504,204224
Jammu and Kashmir,2021-07-17,0,313098,4362,319576
Jharkhand,2021-07-17,0,341128,5120,346588
Karnataka,2021-07-17,0,2812869,36079,2880370
Kerala,2021-07-17,0,2993242,15155,3130833
Ladakh,2021-07-17,0,19929,206,20240
Lakshadweep,2021-07-17,0,9925,49,10053
Madhya Pradesh,2021-07-17,0,780884,10510,791629
Maharashtra,2021-07-17,0,5965644,126727,6197018
Manipur,2021-07-17,0,72305,1350,82688
Meghalaya,2021-07-17,0,51396,931,56493
Mizoram,2021-07-17,0,20829,120,26690
Nagaland,2021-07-17,0,24875,519,26476
Odisha,2021-07-17,0,925526,4925,949929
Puducherry,2021-07-17,0,116486,1775,119509
Punjab,2021-07-17,0,580677,16215,598130
Rajasthan,2021-07-17,0,943842,8947,953292
Sikkim,2021-07-17,0,20441,319,23080
Tamil Nadu,2021-07-17,0,2468236,33652,2531118
Telangana,2021-07-17,0,621541,3751,635320
Tripura,2021-07-17,0,67928,723,73290
Uttarakhand,2021-07-17,0,333348,7355,341401
Uttar Pradesh,2021-07-17,0,1683691,22711,1707741
West Bengal,2021-07-17,0,1485017,17980,1516481
Andaman and Nicobar Islands,2021-07-18,0,7361,129,7506
Andhra Pradesh,2021-07-18,0,1898966,13115,1937122
Arunachal Pradesh,2021-07-18,0,38040,201,42564
Assam,2021-07-18,0,522192,4984,545954
Bihar,2021-07-18,0,713482,9627,723864
Chandigarh,2021-07-18,0,61008,809,61870
Chhattisgarh,2021-07-18,0,982357,13494,999688
Dadra and Nagar Haveli and Daman and Diu,2021-07-18,0,10574,4,10594
Delhi,2021-07-18,0,1409830,25027,1435478
Goa,2021-07-18,0,164848,3109,169620
Gujarat,2021-07-18,0,813853,10075,824460
Haryana,2021-07-18,0,759088,9593,769504
Himachal Pradesh,2021-07-18,0,199722,3505,204337
Jammu and Kashmir,2021-07-18,0,313375,4363,319755
Jharkhand,2021-07-18,0,341192,5120,346649
Karnataka,2021-07-18,0,2816013,36121,2882239
Kerala,2021-07-18,0,3006439,15269,3146981
Ladakh,2021-07-18,0,19937,206,20246
Lakshadweep,2021-07-18,0,9939,49,10061
Madhya Pradesh,2021-07-18,0,780907,10512,791640
Maharashtra,2021-07-18,0,5974594,126851,6205190
Manipur,2021-07-18,0,73047,1365,83859
Meghalaya,2021-07-18,0,51981,939,57000
Mizoram,2021-07-18,0,21136,121,27153
Nagaland,2021-07-18,0,24940,524,26576
Odisha,2021-07-18,0,927926,4992,952111
Puducherry,2021-07-18,0,116657,1776,119603
Punjab,2021-07-18,0,580871,16224,598248
Rajasthan,2021-07-18,0,943889,8949,953334
Sikkim,2021-07-18,0,20660,321,23237
Tamil Nadu,2021-07-18,0,2471038,33695,2533323
Telangana,2021-07-18,0,622313,3756,636049
Tripura,2021-07-18,0,68344,725,73615
Uttarakhand,2021-07-18,0,333421,7356,341433
Uttar Pradesh,2021-07-18,0,1683797,22715,1707822
West Bengal,2021-07-18,0,1486059,17988,1517380
Andaman and Nicobar Islands,2021-07-19,0,7365,129,7510
Andhra Pradesh,2021-07-19,0,1902256,13132,1940096
Arunachal Pradesh,2021-07-19,0,38407,202,42820
Assam,2021-07-19,0,524469,4999,547283
Bihar,2021-07-19,0,713591,9629,723945
Chandigarh,2021-07-19,0,61030,809,61889
Chhattisgarh,2021-07-19,0,982638,13496,999853
Dadra and Nagar Haveli and Daman and Diu,2021-07-19,0,10575,4,10597
Delhi,2021-07-19,0,1409910,25027,1435529
Goa,2021-07-19,0,165067,3111,169740
Gujarat,2021-07-19,0,813928,10076,824497
Haryana,2021-07-19,0,759123,9599,769539
Himachal Pradesh,2021-07-19,0,199877,3507,204391
Jammu and Kashmir,2021-07-19,0,313618,4364,319901
Jharkhand,2021-07-19,0,341234,5120,346681
Karnataka,2021-07-19,0,2818476,36157,2883947
Kerala,2021-07-19,0,3020052,15350,3160937
Ladakh,2021-07-19,0,19948,206,20257
Lakshadweep,2021-07-19,0,9947,49,10064
Madhya Pradesh,2021-07-19,0,780927,10512,791658
Maharashtra,2021-07-19,0,5980350,127031,6214190
Manipur,2021-07-19,0,73770,1376,84822
Meghalaya,2021-07-19,0,52464,945,57388
Mizoram,2021-07-19,0,21363,122,27488
Nagaland,2021-07-19,0,25005,528,26682
Odisha,2021-07-19,0,930418,5058,954326
Puducherry,2021-07-19,0,116801,1778,119703
Punjab,2021-07-19,0,581055,16233,598334
Rajasthan,2021-07-19,0,943938,8950,953360
Sikkim,2021-07-19,0,20760,324,23392
Tamil Nadu,2021-07-19,0,2473781,33724,2535402
Telangana,2021-07-19,0,623044,3759,636627
Tripura,2021-07-19,0,68859,728,73901
Uttarakhand,2021-07-19,0,333473,7356,341452
Uttar Pradesh,2021-07-19,0,1683866,22719,1707847
West Bengal,2021-07-19,0,1487071,17999,1518181
Andaman and Nicobar Islands,2021-07-20,0,7368,129,7516
Andhra Pradesh,2021-07-20,0,1905000,13154,1941724
Arunachal Pradesh,2021-07-20,0,38865,203,43328
Assam,2021-07-20,0,526607,5019,549080
Bihar,2021-07-20,0,713689,9630,723999
Chandigarh,2021-07-20,0,61038,809,61893
Chhattisgarh,2021-07-20,0,983200,13500,1000169
Dadra and Nagar Haveli and Daman and Diu,2021-07-20,0,10577,4,10605
Delhi,2021-07-20,0,1409968,25030,1435565
Goa,2021-07-20,0,165292,3111,169839
Gujarat,2021-07-20,0,813998,10076,824517
Haryana,2021-07-20,0,759179,9605,769569
Himachal Pradesh,2021-07-20,0,200040,3507,204516
Jammu and Kashmir,2021-07-20,0,313886,4365,320024
Jharkhand,2021-07-20,0,341287,5122,346745
Karnataka,2021-07-20,0,2821491,36197,2885238
Kerala,2021-07-20,0,3033258,15408,3170868
Ladakh,2021-07-20,0,19959,206,20264
Lakshadweep,2021-07-20,0,9955,49,10076
Madhya Pradesh,2021-07-20,0,780956,10512,791670
Maharashtra,2021-07-20,0,5993401,127097,6220207
Manipur,2021-07-20,0,74511,1392,85596
Meghalaya,2021-07-20,0,52787,955,57775
Mizoram,2021-07-20,0,21688,125,28295
Nagaland,2021-07-20,0,25067,530,26744
Odisha,2021-07-20,0,932666,5116,955974
Puducherry,2021-07-20,0,116926,1778,119745
Punjab,2021-07-20,0,581197,16237,598387
Rajasthan,2021-07-20,0,944007,8951,953393
Sikkim,2021-07-20,0,20896,324,23649
Tamil Nadu,2021-07-20,0,2476339,33752,2537373
Telangana,2021-07-20,0,623773,3764,637373
Tripura,2021-07-20,0,69269,729,74389
Uttarakhand,2021-07-20,0,333525,7357,341486
Uttar Pradesh,2021-07-20,0,1683968,22728,1707884
West Bengal,2021-07-20,0,1488077,18011,1518847
Andaman and Nicobar Islands,2021-07-21,0,7370,129,7518
Andhra Pradesh,2021-07-21,0,1907201,13178,1944222
Arunachal Pradesh,2021-07-21,0,39269,203,43804
Assam,2021-07-21,0,528252,5029,550878
Bihar,2021-07-21,0,713815,9632,724081
Chandigarh,2021-07-21,0,61056,809,61907
Chhattisgarh,2021-07-21,0,983520,13504,1000358
Dadra and Nagar Haveli and Daman and Diu,2021-07-21,0,10581,4,10612
Delhi,2021-07-21,0,1410005,25035,1435609
Goa,2021-07-21,0,165449,3113,169971
Gujarat,2021-07-21,0,814059,10076,824546
Haryana,2021-07-21,0,759213,9608,769605
Himachal Pradesh,2021-07-21,0,200154,3507,204618
Jammu and Kashmir,2021-07-21,0,314107,4371,320112
Jharkhand,2021-07-21,0,341336,5122,346778
Karnataka,2021-07-21,0,2824197,36226,2886702
Kerala,2021-07-21,0,3045310,15512,3187716
Ladakh,2021-07-21,0,19978,206,20278
Lakshadweep,2021-07-21,0,9969,49,10092
Madhya Pradesh,2021-07-21,0,780987,10512,791689
Maharashtra,2021-07-21,0,6000911,130753,6229596
Manipur,2021-07-21,0,75247,1409,86723
Meghalaya,2021-07-21,0,53263,968,58275
Mizoram,2021-07-21,0,22061,126,29020
Nagaland,2021-07-21,0,25146,532,26838
Odisha,2021-07-21,0,935007,5172,958059
Puducherry,2021-07-21,0,117054,1781,119823
Punjab,2021-07-21,0,581312,16244,598455
Rajasthan,2021-07-21,0,944073,8951,953415
Sikkim,2021-07-21,0,21009,325,23796
Tamil Nadu,2021-07-21,0,2478778,33782,2539277
Telangana,2021-07-21,0,624477,3766,638030
Tripura,2021-07-21,0,69770,731,74846
Uttarakhand,2021-07-21,0,333559,7357,341536
Uttar Pradesh,2021-07-21,0,1684123,22737,1707953
West Bengal,2021-07-21,0,1489069,18021,1519599
Andaman and Nicobar Islands,2021-07-22,0,7374,129,7521
Andhra Pradesh,2021-07-22,0,1909613,13197,1946749
Arunachal Pradesh,2021-07-22,0,39634,204,44222
Assam,2021-07-22,0,530678,5054,552425
Bihar,2021-07-22,0,713944,9635,724169
Chandigarh,2021-07-22,0,61064,809,61914
Chhattisgarh,2021-07-22,0,983656,13506,1000546
Dadra and Nagar Haveli and Daman and Diu,2021-07-22,0,10581,4,10619
Delhi,2021-07-22,0,1410066,25039,1435671
Goa,2021-07-22,0,165571,3118,170102
Gujarat,2021-07-22,0,814109,10076,824574
Haryana,2021-07-22,0,759240,9611,769640
Himachal Pradesh,2021-07-22,0,200237,3507,204685
Jammu and Kashmir,2021-07-22,0,314282,4372,320256
Jharkhand,2021-07-22,0,341387,5122,346824
Karnataka,2021-07-22,0,2826411,36262,2888341
Kerala,2021-07-22,0,3059441,15617,3205197
Ladakh,2021-07-22,0,19985,206,20282
Lakshadweep,2021-07-22,0,9973,49,10093
Madhya Pradesh,2021-07-22,0,781007,10512,791704
Maharashtra,2021-07-22,0,6008750,130918,6237755
Manipur,2021-07-22,0,76279,1424,88050
Meghalaya,2021-07-22,0,53638,974,58833
Mizoram,2021-07-22,0,22322,127,29645
Nagaland,2021-07-22,0,25190,535,26943
Odisha,2021-07-22,0,936950,5241,959986
Puducherry,2021-07-22,0,117193,1781,119935
Punjab,2021-07-22,0,581406,16246,598521
Rajasthan,2021-07-22,0,944128,8951,953437
Sikkim,2021-07-22,0,21105,326,24047
Tamil Nadu,2021-07-22,0,2481201,33809,2541168
Telangana,2021-07-22,0,625042,3771,638721
Tripura,2021-07-22,0,70029,732,75099
Uttarakhand,2021-07-22,0,333573,7357,341573
Uttar Pradesh,2021-07-22,0,1684230,22739,1708005
West Bengal,2021-07-22,0,1490050,18027,1520468
Andaman and Nicobar Islands,2021-07-23,0,7377,129,7525
Andhra Pradesh,2021-07-23,0,1911812,13209,1948592
Arunachal Pradesh,2021-07-23,0,40102,208,44708
Assam,2021-07-23,0,532940,5076,554221
Bihar,2021-07-23,0,713998,9635,724230
Chandigarh,2021-07-23,0,61073,809,61916
Chhattisgarh,2021-07-23,0,984015,13507,1000763
Dadra and Nagar Haveli and Daman and Diu,2021-07-23,0,10584,4,10624
Delhi,2021-07-23,0,1410095,25040,1435720
Goa,2021-07-23,0,165700,3123,170199
Gujarat,2021-07-23,0,814162,10076,824608
Haryana,2021-07-23,0,759287,9613,769665
Himachal Pradesh,2021-07-23,0,200356,3509,204800
Jammu and Kashmir,2021-07-23,0,314454,4373,320340
Jharkhand,2021-07-23,0,341419,5122,346846
Karnataka,2021-07-23,0,2828983,36293,2889994
Kerala,2021-07-23,0,3072895,15739,3218015
Ladakh,2021-07-23,0,19995,206,20284
Lakshadweep,2021-07-23,0,9984,49,10100
Madhya Pradesh,2021-07-23,0,781024,10512,791721
Maharashtra,2021-07-23,0,6016506,131038,6245057
Manipur,2021-07-23,0,77147,1436,88978
Meghalaya,2021-07-23,0,53945,988,59346
Mizoram,2021-07-23,0,22617,131,30492
Nagaland,2021-07-23,0,25251,536,27024
Odisha,2021-07-23,0,939160,5308,961934
Puducherry,2021-07-23,0,117265,1783,120003
Punjab,2021-07-23,0,581529,16250,598590
Rajasthan,2021-07-23,0,944150,8952,953462
Sikkim,2021-07-23,0,21294,328,24341
Tamil Nadu,2021-07-23,0,2483676,33838,2543040
Telangana,2021-07-23,0,625738,3774,639369
Tripura,2021-07-23,0,70623,734,75608
Uttarakhand,2021-07-23,0,333621,7359,341629
Uttar Pradesh,2021-07-23,0,1684286,22743,1708057
West Bengal,2021-07-23,0,1491016,18040,1521261
Andaman and Nicobar Islands,2021-07-24,0,7379,129,7525
Andhra Pradesh,2021-07-24,0,1914177,13223,1950339
